Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,ds,y
2015-04-13,54.24,54.214,54.866,54.004,3660000,0.05,2015-04-13,54.24
2015-04-14,53.982,54.24,54.625,53.773,3750000,-0.48,2015-04-14,53.982
2015-04-15,54.919,54.037,54.96,54.037,4070000,1.74,2015-04-15,54.919
2015-04-16,54.674,54.919,54.919,54.316,4130000,-0.45,2015-04-16,54.674
2015-04-17,53.955,54.672,54.672,53.896,3540000,-1.32,2015-04-17,53.955
2015-04-20,53.761,53.965,54.385,53.51,2690000,-0.36,2015-04-20,53.761
2015-04-22,54.617,53.762,54.848,53.762,3700000,1.59,2015-04-22,54.617
2015-04-23,55.685,54.616,55.782,54.064,5540000,1.95,2015-04-23,55.685
2015-04-24,56.594,55.687,56.965,55.687,4980000,1.63,2015-04-24,56.594
2015-04-27,55.535,56.554,56.962,55.515,3850000,-1.87,2015-04-27,55.535
2015-04-28,55.812,55.549,56.018,54.973,4080000,0.5,2015-04-28,55.812
2015-04-29,55.325,55.809,55.809,55.067,3890000,-0.87,2015-04-29,55.325
2015-04-30,56.229,55.312,56.229,55.08,4950000,1.63,2015-04-30,56.229
2015-05-04,57.354,56.23,57.52,56.23,3490000,2.0,2015-05-04,57.354
2015-05-05,58.052,57.35,58.147,57.096,3900000,1.22,2015-05-05,58.052
2015-05-06,57.103,58.05,58.575,56.82,4600000,-1.63,2015-05-06,57.103
2015-05-07,56.921,57.103,57.29,56.507,3070000,-0.32,2015-05-07,56.921
2015-05-08,57.149,56.965,57.621,56.595,3410000,0.4,2015-05-08,57.149
2015-05-11,57.197,57.166,57.49,57.013,3060000,0.08,2015-05-11,57.197
2015-05-12,56.792,57.193,57.424,56.753,3180000,-0.71,2015-05-12,56.792
2015-05-13,56.372,56.79,56.9,56.199,3170000,-0.74,2015-05-13,56.372
2015-05-14,56.657,56.376,56.921,56.105,3310000,0.5,2015-05-14,56.657
2015-05-15,57.249,56.656,57.288,56.422,2980000,1.04,2015-05-15,57.249
2015-05-18,56.204,57.25,57.606,55.926,3900000,-1.82,2015-05-18,56.204
2015-05-19,55.499,56.204,56.212,55.027,3320000,-1.26,2015-05-19,55.499
2015-05-20,54.901,55.497,55.645,54.82,3380000,-1.08,2015-05-20,54.901
2015-05-21,55.112,54.9,55.112,54.526,3410000,0.38,2015-05-21,55.112
2015-05-22,54.377,55.112,55.223,54.038,3800000,-1.33,2015-05-22,54.377
2015-05-25,54.609,54.378,54.868,53.972,1650000,0.43,2015-05-25,54.609
2015-05-26,53.63,54.609,54.609,53.548,3430000,-1.79,2015-05-26,53.63
2015-05-27,54.236,53.631,54.293,53.136,3580000,1.13,2015-05-27,54.236
2015-05-28,53.976,54.23,54.23,53.363,3000000,-0.48,2015-05-28,53.976
2015-05-29,52.76,53.974,53.974,52.76,5730000,-2.25,2015-05-29,52.76
2015-06-01,53.031,52.753,53.233,52.666,2760000,0.51,2015-06-01,53.031
2015-06-02,54.236,53.035,54.236,53.035,3580000,2.27,2015-06-02,54.236
2015-06-03,53.523,54.254,54.254,53.462,3420000,-1.32,2015-06-03,53.523
2015-06-05,52.973,53.518,53.518,52.808,2810000,-1.03,2015-06-05,52.973
2015-06-08,52.81,52.975,53.325,52.81,2660000,-0.31,2015-06-08,52.81
2015-06-09,52.816,52.81,53.292,52.688,3790000,0.01,2015-06-09,52.816
2015-06-10,53.876,52.817,54.102,52.817,3700000,2.01,2015-06-10,53.876
2015-06-11,53.689,53.876,54.271,53.444,3190000,-0.35,2015-06-11,53.689
2015-06-12,53.348,53.689,53.689,53.033,2450000,-0.64,2015-06-12,53.348
2015-06-15,53.138,53.338,53.338,52.548,2690000,-0.39,2015-06-15,53.138
2015-06-16,53.702,53.144,53.969,53.107,3380000,1.06,2015-06-16,53.702
2015-06-17,53.249,53.698,53.755,52.965,3090000,-0.84,2015-06-17,53.249
2015-06-18,54.239,53.251,54.352,53.214,2750000,1.86,2015-06-18,54.239
2015-06-19,53.749,54.236,54.236,53.479,2950000,-0.9,2015-06-19,53.749
2015-06-22,53.864,53.75,54.342,53.655,2430000,0.21,2015-06-22,53.864
2015-06-23,53.772,53.865,54.361,53.772,2710000,-0.17,2015-06-23,53.772
2015-06-24,53.843,53.772,54.236,53.628,2820000,0.13,2015-06-24,53.843
2015-06-25,53.176,53.84,53.84,52.879,3330000,-1.24,2015-06-25,53.176
2015-06-26,54.017,53.181,54.076,53.151,2790000,1.58,2015-06-26,54.017
2015-06-29,53.014,54.013,54.013,52.647,2630000,-1.86,2015-06-29,53.014
2015-06-30,53.081,53.014,53.345,52.813,3110000,0.13,2015-06-30,53.081
2015-07-01,52.758,53.081,53.456,52.603,2800000,-0.61,2015-07-01,52.758
2015-07-02,53.106,52.758,53.357,52.758,3090000,0.66,2015-07-02,53.106
2015-07-03,52.519,53.106,53.106,52.37,1540000,-1.1,2015-07-03,52.519
2015-07-06,52.149,52.511,52.679,51.683,2650000,-0.7,2015-07-06,52.149
2015-07-07,52.344,52.149,52.388,51.13,3650000,0.37,2015-07-07,52.344
2015-07-08,51.782,52.343,52.468,51.574,2970000,-1.07,2015-07-08,51.782
2015-07-10,52.591,51.782,52.786,51.782,2760000,1.56,2015-07-10,52.591
2015-07-13,53.119,52.591,53.164,52.591,2690000,1.01,2015-07-13,53.119
2015-07-14,53.239,53.119,53.416,52.653,2740000,0.23,2015-07-14,53.239
2015-07-15,52.902,53.239,53.334,52.79,2610000,-0.63,2015-07-15,52.902
2015-07-16,53.07,52.902,53.417,52.714,2140000,0.32,2015-07-16,53.07
2015-07-17,52.342,53.07,53.31,52.221,2520000,-1.37,2015-07-17,52.342
2015-07-20,51.6,52.341,52.424,51.525,2720000,-1.42,2015-07-20,51.6
2015-07-21,51.474,51.603,51.998,51.244,3030000,-0.24,2015-07-21,51.474
2015-07-22,50.916,51.474,51.474,50.592,3220000,-1.09,2015-07-22,50.916
2015-07-23,49.807,50.916,51.063,49.668,4310000,-2.18,2015-07-23,49.807
2015-07-24,49.246,49.804,49.831,48.624,3740000,-1.13,2015-07-24,49.246
2015-07-27,48.736,49.246,49.298,48.64,3490000,-1.04,2015-07-27,48.736
2015-07-28,49.602,48.74,49.871,48.74,4139999,1.78,2015-07-28,49.602
2015-07-29,50.245,49.602,50.333,49.422,3750000,1.3,2015-07-29,50.245
2015-07-30,49.897,50.245,50.645,49.612,3260000,-0.69,2015-07-30,49.897
2015-07-31,50.865,49.897,50.895,49.892,3140000,1.94,2015-07-31,50.865
2015-08-03,50.138,50.867,50.867,50.054,2690000,-1.43,2015-08-03,50.138
2015-08-04,50.058,50.138,50.574,49.827,2750000,-0.16,2015-08-04,50.058
2015-08-05,50.287,50.067,50.853,50.067,2750000,0.46,2015-08-05,50.287
2015-08-06,50.011,50.28,50.534,49.624,3750000,-0.55,2015-08-06,50.011
2015-08-07,48.577,50.013,50.013,48.512,3320000,-2.87,2015-08-07,48.577
2015-08-10,49.353,48.578,49.512,48.578,2930000,1.6,2015-08-10,49.353
2015-08-11,49.072,49.34,49.34,48.306,3290000,-0.57,2015-08-11,49.072
2015-08-12,48.388,49.064,49.064,48.028,4370000,-1.39,2015-08-12,48.388
2015-08-13,48.01,48.39,48.606,47.722,3290000,-0.78,2015-08-13,48.01
2015-08-14,47.508,48.01,48.186,47.508,2970000,-1.04,2015-08-14,47.508
2015-08-17,47.217,47.509,47.788,47.217,2490000,-0.61,2015-08-17,47.217
2015-08-18,47.451,47.22,48.084,46.676,3650000,0.49,2015-08-18,47.451
2015-08-19,46.588,47.451,47.451,45.977,3340000,-1.82,2015-08-19,46.588
2015-08-20,46.649,46.588,46.781,46.03,3040000,0.13,2015-08-20,46.649
2015-08-21,45.72,46.649,46.649,45.677,2960000,-1.99,2015-08-21,45.72
2015-08-24,44.336,45.715,45.715,42.749,4870000,-3.03,2015-08-24,44.336
2015-08-25,44.545,44.338,45.588,44.338,3840000,0.47,2015-08-25,44.545
2015-08-26,46.038,44.546,46.039,44.54,3860000,3.35,2015-08-26,46.038
2015-08-27,47.715,46.038,47.997,46.038,4380000,3.64,2015-08-27,47.715
2015-08-28,47.154,47.697,47.872,46.847,3900000,-1.18,2015-08-28,47.154
2015-08-31,46.626,47.151,47.151,45.57,4950000,-1.12,2015-08-31,46.626
2015-09-01,45.477,46.625,46.625,45.278,3780000,-2.46,2015-09-01,45.477
2015-09-02,46.464,45.484,46.474,45.445,3860000,2.17,2015-09-02,46.464
2015-09-03,47.366,46.468,47.532,46.279,4230000,1.94,2015-09-03,47.366
2015-09-04,46.498,47.366,47.377,46.32,4300000,-1.83,2015-09-04,46.498
2015-09-08,46.762,46.501,47.243,46.497,2940000,0.57,2015-09-08,46.762
2015-09-09,46.657,46.762,47.84,46.614,3810000,-0.22,2015-09-09,46.657
2015-09-10,46.504,46.656,46.819,45.592,4620000,-0.33,2015-09-10,46.504
2015-09-11,46.401,46.509,46.558,46.176,3620000,-0.22,2015-09-11,46.401
2015-09-14,47.282,46.4,47.386,46.218,3690000,1.9,2015-09-14,47.282
2015-09-15,47.364,47.281,47.689,46.746,3670000,0.17,2015-09-15,47.364
2015-09-16,48.553,47.364,48.681,47.364,4450000,2.51,2015-09-16,48.553
2015-09-17,48.551,48.553,49.396,48.082,4310000,0.0,2015-09-17,48.551
2015-09-18,47.264,48.55,48.55,46.928,4520000,-2.65,2015-09-18,47.264
2015-09-21,46.59,47.263,47.391,46.425,2680000,-1.43,2015-09-21,46.59
2015-09-22,46.265,46.585,46.585,45.276,4320000,-0.7,2015-09-22,46.265
2015-09-23,45.34,46.263,46.48,45.34,4080000,-2.0,2015-09-23,45.34
2015-09-24,45.292,45.34,45.572,44.183,4470000,-0.11,2015-09-24,45.292
2015-09-25,44.831,45.3,45.969,44.697,3230000,-1.02,2015-09-25,44.831
2015-09-28,43.957,44.832,44.832,43.767,2860000,-1.95,2015-09-28,43.957
2015-09-29,44.132,43.956,44.531,43.956,3050000,0.4,2015-09-29,44.132
2015-09-30,45.059,44.132,45.294,44.132,4980000,2.1,2015-09-30,45.059
2015-10-01,45.313,45.064,45.547,44.789,3890000,0.56,2015-10-01,45.313
2015-10-02,47.033,45.313,47.033,44.973,4130000,3.8,2015-10-02,47.033
2015-10-05,47.598,47.033,48.081,47.019,3320000,1.2,2015-10-05,47.598
2015-10-06,47.735,47.598,48.092,47.389,3370000,0.29,2015-10-06,47.735
2015-10-07,48.914,47.735,49.29,47.715,6250000,2.47,2015-10-07,48.914
2015-10-08,49.107,48.915,49.247,48.658,3700000,0.39,2015-10-08,49.107
2015-10-09,49.338,49.105,49.752,48.698,4690000,0.47,2015-10-09,49.338
2015-10-13,47.363,49.339,49.339,47.135,4350000,-4.0,2015-10-13,47.363
2015-10-14,46.71,47.349,47.715,46.701,6140000,-1.38,2015-10-14,46.71
2015-10-15,47.161,46.73,47.188,46.321,3650000,0.96,2015-10-15,47.161
2015-10-16,47.236,47.161,47.727,46.517,3650000,0.16,2015-10-16,47.236
2015-10-19,47.447,47.242,47.536,46.917,3130000,0.45,2015-10-19,47.447
2015-10-20,47.077,47.447,47.728,46.623,3400000,-0.78,2015-10-20,47.077
2015-10-21,47.026,47.077,47.274,46.654,3050000,-0.11,2015-10-21,47.026
2015-10-22,47.772,47.027,47.909,47.027,3220000,1.59,2015-10-22,47.772
2015-10-23,47.597,47.774,48.837,47.502,3590000,-0.37,2015-10-23,47.597
2015-10-26,47.209,47.607,47.875,47.105,2530000,-0.81,2015-10-26,47.209
2015-10-27,47.043,47.205,47.338,46.742,3440000,-0.35,2015-10-27,47.043
2015-10-28,46.741,47.038,47.442,46.388,4090000,-0.64,2015-10-28,46.741
2015-10-29,45.628,46.74,46.74,45.628,3180000,-2.38,2015-10-29,45.628
2015-10-30,45.869,45.628,45.975,45.401,3330000,0.53,2015-10-30,45.869
2015-11-03,48.054,45.869,48.054,45.866,4750000,4.76,2015-11-03,48.054
2015-11-04,47.71,48.059,49.054,47.441,3740000,-0.71,2015-11-04,47.71
2015-11-05,48.047,47.712,48.061,47.43,3190000,0.71,2015-11-05,48.047
2015-11-06,46.919,48.046,48.046,46.397,3190000,-2.35,2015-11-06,46.919
2015-11-09,46.195,46.915,47.001,46.057,2350000,-1.54,2015-11-09,46.195
2015-11-10,46.207,46.195,46.207,45.397,2480000,0.03,2015-11-10,46.207
2015-11-11,47.065,46.207,47.231,46.207,3170000,1.86,2015-11-11,47.065
2015-11-12,46.884,47.065,47.46,46.696,3250000,-0.39,2015-11-12,46.884
2015-11-13,46.517,46.884,46.884,46.311,3630000,-0.78,2015-11-13,46.517
2015-11-16,46.847,46.519,46.905,46.399,3240000,0.71,2015-11-16,46.847
2015-11-17,47.248,46.848,47.698,46.848,3450000,0.86,2015-11-17,47.248
2015-11-18,47.436,47.241,47.951,47.241,4090000,0.4,2015-11-18,47.436
2015-11-19,48.139,47.437,48.227,47.437,4190000,1.48,2015-11-19,48.139
2015-11-23,48.15,48.138,48.745,47.988,3380000,0.02,2015-11-23,48.15
2015-11-24,48.284,48.143,48.32,47.442,3550000,0.28,2015-11-24,48.284
2015-11-25,46.867,48.27,48.27,46.742,4099999,-2.94,2015-11-25,46.867
2015-11-26,47.146,46.867,47.199,46.867,2360000,0.6,2015-11-26,47.146
2015-11-27,45.873,47.144,47.144,45.812,3130000,-2.7,2015-11-27,45.873
2015-11-30,45.12,45.871,45.931,45.106,7390000,-1.64,2015-11-30,45.12
2015-12-01,45.047,45.121,45.482,44.775,4310000,-0.16,2015-12-01,45.047
2015-12-02,44.915,45.046,45.338,44.579,4310000,-0.29,2015-12-02,44.915
2015-12-03,46.393,44.923,47.142,44.923,4560000,3.29,2015-12-03,46.393
2015-12-04,45.361,46.385,46.385,45.023,3630000,-2.23,2015-12-04,45.361
2015-12-07,45.223,45.361,46.157,45.217,2940000,-0.3,2015-12-07,45.223
2015-12-08,44.443,45.223,45.233,44.232,3300000,-1.72,2015-12-08,44.443
2015-12-09,46.108,44.444,46.438,44.444,4580000,3.75,2015-12-09,46.108
2015-12-10,45.631,46.084,46.323,45.351,3750000,-1.04,2015-12-10,45.631
2015-12-11,45.263,45.63,45.981,45.068,3380000,-0.81,2015-12-11,45.263
2015-12-14,44.747,45.258,45.258,44.531,2560000,-1.14,2015-12-14,44.747
2015-12-15,44.872,44.748,45.423,44.748,2640000,0.28,2015-12-15,44.872
2015-12-16,45.016,44.868,45.099,44.095,3430000,0.32,2015-12-16,45.016
2015-12-17,45.261,45.016,46.251,45.016,3120000,0.55,2015-12-17,45.261
2015-12-18,43.911,45.249,45.249,43.69,4710000,-2.98,2015-12-18,43.911
2015-12-21,43.2,43.912,44.223,43.196,3560000,-1.62,2015-12-21,43.2
2015-12-22,43.47,43.208,43.632,43.137,2660000,0.62,2015-12-22,43.47
2015-12-23,44.015,43.479,44.233,43.479,2580000,1.25,2015-12-23,44.015
2015-12-28,43.764,44.016,44.087,43.709,1850000,-0.57,2015-12-28,43.764
2015-12-29,43.654,43.781,44.042,43.523,1730000,-0.25,2015-12-29,43.654
2015-12-30,43.35,43.653,43.662,43.217,2760000,-0.7,2015-12-30,43.35
2016-01-04,42.141,43.349,43.349,42.125,3070000,-2.79,2016-01-04,42.141
2016-01-05,42.419,42.139,42.534,42.137,2640000,0.66,2016-01-05,42.419
2016-01-06,41.773,42.41,42.41,41.59,4059999,-1.52,2016-01-06,41.773
2016-01-07,40.695,41.772,41.772,40.695,4160000,-2.58,2016-01-07,40.695
2016-01-08,40.612,40.695,41.218,40.463,3320000,-0.2,2016-01-08,40.612
2016-01-11,39.95,40.612,40.974,39.924,3180000,-1.63,2016-01-11,39.95
2016-01-12,39.514,39.955,40.261,39.426,3490000,-1.09,2016-01-12,39.514
2016-01-13,38.944,39.518,40.05,38.822,3680000,-1.44,2016-01-13,38.944
2016-01-14,39.5,38.944,39.502,38.459,3990000,1.43,2016-01-14,39.5
2016-01-15,38.569,39.494,39.494,37.986,4200000,-2.36,2016-01-15,38.569
2016-01-18,37.937,38.572,38.633,37.937,2230000,-1.64,2016-01-18,37.937
2016-01-19,38.057,37.941,38.857,37.941,3140000,0.32,2016-01-19,38.057
2016-01-20,37.645,38.056,38.056,37.046,4080000,-1.08,2016-01-20,37.645
2016-01-21,37.717,37.647,38.079,37.495,3890000,0.19,2016-01-21,37.717
2016-01-22,38.031,37.737,38.444,37.737,4330000,0.83,2016-01-22,38.031
2016-01-26,37.497,38.031,38.031,37.112,3720000,-1.4,2016-01-26,37.497
2016-01-27,38.376,37.501,38.766,37.402,4790000,2.34,2016-01-27,38.376
2016-01-28,38.63,38.376,39.1,37.996,4600000,0.66,2016-01-28,38.63
2016-01-29,40.406,38.635,40.406,38.635,5650000,4.6,2016-01-29,40.406
2016-02-01,40.57,40.397,40.57,39.738,3770000,0.41,2016-02-01,40.57
2016-02-02,38.596,40.564,40.564,38.596,4560000,-4.87,2016-02-02,38.596
2016-02-03,39.589,38.597,39.726,38.597,4370000,2.57,2016-02-03,39.589
2016-02-04,40.822,39.589,41.444,39.589,5560000,3.11,2016-02-04,40.822
2016-02-05,40.592,40.812,41.249,40.566,3670000,-0.56,2016-02-05,40.592
2016-02-10,40.377,40.592,40.592,39.96,0,-0.53,2016-02-10,40.377
2016-02-11,39.318,40.37,40.37,38.928,3790000,-2.62,2016-02-11,39.318
2016-02-12,39.808,39.324,39.901,39.324,3430000,1.25,2016-02-12,39.808
2016-02-15,40.093,39.808,40.671,39.808,1750000,0.72,2016-02-15,40.093
2016-02-16,40.948,40.093,41.206,40.074,4040000,2.13,2016-02-16,40.948
2016-02-17,41.631,40.958,42.436,40.958,5470000,1.67,2016-02-17,41.631
2016-02-18,41.478,41.624,41.698,41.183,3640000,-0.37,2016-02-18,41.478
2016-02-19,41.543,41.477,41.828,41.071,3400000,0.16,2016-02-19,41.543
2016-02-22,43.235,41.544,43.345,41.544,4650000,4.07,2016-02-22,43.235
2016-02-23,42.521,43.235,43.601,42.359,3920000,-1.65,2016-02-23,42.521
2016-02-24,42.085,42.521,42.521,41.211,3630000,-1.03,2016-02-24,42.085
2016-02-25,41.888,42.084,42.327,41.442,4050000,-0.47,2016-02-25,41.888
2016-02-26,41.593,41.889,42.495,41.417,3380000,-0.7,2016-02-26,41.593
2016-02-29,42.794,41.599,43.053,41.599,4610000,2.89,2016-02-29,42.794
2016-03-01,44.122,42.795,44.181,42.795,4750000,3.1,2016-03-01,44.122
2016-03-02,44.893,44.122,44.983,43.841,5160000,1.75,2016-03-02,44.893
2016-03-03,47.193,44.9,47.375,44.9,9310000,5.12,2016-03-03,47.193
2016-03-04,49.085,47.194,50.024,47.194,10600000,4.01,2016-03-04,49.085
2016-03-07,49.246,49.089,49.639,48.746,5900000,0.33,2016-03-07,49.246
2016-03-08,49.102,49.244,49.914,48.847,7370000,-0.29,2016-03-08,49.102
2016-03-09,48.665,49.102,50.001,48.623,6420000,-0.89,2016-03-09,48.665
2016-03-10,49.571,48.667,49.974,47.922,7700000,1.86,2016-03-10,49.571
2016-03-11,49.639,49.574,50.038,49.156,6190000,0.14,2016-03-11,49.639
2016-03-14,48.867,49.639,50.166,48.757,4950000,-1.55,2016-03-14,48.867
2016-03-15,47.13,48.866,48.866,46.684,5670000,-3.56,2016-03-15,47.13
2016-03-16,47.763,47.13,47.814,46.521,5270000,1.34,2016-03-16,47.763
2016-03-17,50.914,47.77,51.268,47.77,7470000,6.6,2016-03-17,50.914
2016-03-18,50.815,50.915,51.308,50.202,5620000,-0.19,2016-03-18,50.815
2016-03-21,51.172,50.816,51.37,50.765,3820000,0.7,2016-03-21,51.172
2016-03-22,51.01,51.17,51.215,50.812,4019999,-0.32,2016-03-22,51.01
2016-03-23,49.69,51.005,51.005,49.491,3750000,-2.59,2016-03-23,49.69
2016-03-24,49.657,49.686,49.686,48.778,3800000,-0.07,2016-03-24,49.657
2016-03-28,50.838,49.687,51.149,49.687,3620000,2.38,2016-03-28,50.838
2016-03-29,51.155,50.839,51.765,50.387,4450000,0.62,2016-03-29,51.155
2016-03-30,51.249,51.155,52.262,50.9,4880000,0.18,2016-03-30,51.249
2016-03-31,50.055,51.248,51.248,49.642,4380000,-2.33,2016-03-31,50.055
2016-04-01,50.562,50.054,50.768,49.361,4010000,1.01,2016-04-01,50.562
2016-04-04,48.78,50.556,50.556,48.6,3670000,-3.52,2016-04-04,48.78
2016-04-05,49.054,48.778,49.629,48.149,3660000,0.56,2016-04-05,49.054
2016-04-06,48.096,49.054,49.054,47.874,3930000,-1.95,2016-04-06,48.096
2016-04-07,48.513,48.099,48.94,48.099,3150000,0.87,2016-04-07,48.513
2016-04-08,50.293,48.517,50.486,48.517,5200000,3.67,2016-04-08,50.293
2016-04-11,50.165,50.303,51.089,50.078,4179999,-0.25,2016-04-11,50.165
2016-04-12,52.002,50.166,52.327,50.166,5310000,3.66,2016-04-12,52.002
2016-04-13,53.15,52.01,53.844,52.01,6570000,2.21,2016-04-13,53.15
2016-04-14,52.411,53.15,53.699,52.242,5660000,-1.39,2016-04-14,52.411
2016-04-15,53.228,52.414,53.39,52.414,5200000,1.56,2016-04-15,53.228
2016-04-18,52.894,53.229,53.479,52.305,4530000,-0.63,2016-04-18,52.894
2016-04-19,53.71,52.894,54.054,52.894,5190000,1.54,2016-04-19,53.71
2016-04-20,53.631,53.711,53.857,53.149,4690000,-0.15,2016-04-20,53.631
2016-04-22,52.908,53.63,53.63,52.629,4390000,-1.35,2016-04-22,52.908
2016-04-25,51.862,52.911,52.949,51.748,3810000,-1.98,2016-04-25,51.862
2016-04-26,53.083,51.867,53.108,51.838,3870000,2.35,2016-04-26,53.083
2016-04-27,54.478,53.094,54.56,53.094,5050000,2.63,2016-04-27,54.478
2016-04-28,54.312,54.475,54.978,53.963,4550000,-0.3,2016-04-28,54.312
2016-04-29,53.911,54.317,54.705,53.592,5050000,-0.74,2016-04-29,53.911
2016-05-02,53.562,53.91,54.113,53.265,3390000,-0.65,2016-05-02,53.562
2016-05-03,52.26,53.557,53.557,52.26,4010000,-2.43,2016-05-03,52.26
2016-05-04,52.553,52.253,52.672,51.931,4400000,0.56,2016-05-04,52.553
2016-05-05,51.671,52.569,53.071,51.311,3650000,-1.68,2016-05-05,51.671
2016-05-06,51.718,51.671,52.159,51.204,3400000,0.09,2016-05-06,51.718
2016-05-09,50.99,51.717,51.717,49.908,5090000,-1.41,2016-05-09,50.99
2016-05-10,53.071,50.994,53.071,50.994,4210000,4.08,2016-05-10,53.071
2016-05-11,52.764,53.072,53.976,52.736,4480000,-0.58,2016-05-11,52.764
2016-05-12,53.241,52.765,53.798,52.424,4770000,0.9,2016-05-12,53.241
2016-05-13,51.804,53.236,53.25,51.366,4450000,-2.7,2016-05-13,51.804
2016-05-16,51.803,51.803,52.305,51.585,3640000,0.0,2016-05-16,51.803
2016-05-17,50.839,51.795,51.946,50.689,3990000,-1.86,2016-05-17,50.839
2016-05-18,50.562,50.836,51.373,50.301,4200000,-0.55,2016-05-18,50.562
2016-05-19,50.133,50.556,50.556,49.588,4030000,-0.85,2016-05-19,50.133
2016-05-20,49.723,50.133,50.822,49.723,3360000,-0.82,2016-05-20,49.723
2016-05-23,49.33,49.709,49.709,48.695,3520000,-0.79,2016-05-23,49.33
2016-05-24,49.345,49.33,50.002,49.153,3240000,0.03,2016-05-24,49.345
2016-05-25,49.483,49.347,50.357,49.347,3580000,0.28,2016-05-25,49.483
2016-05-27,49.051,49.481,49.805,48.869,2800000,-0.87,2016-05-27,49.051
2016-05-30,48.964,49.051,49.203,48.799,1210000,-0.18,2016-05-30,48.964
2016-05-31,48.472,48.963,49.269,48.292,5800000,-1.01,2016-05-31,48.472
2016-06-01,49.013,48.468,49.057,48.2,3390000,1.12,2016-06-01,49.013
2016-06-02,49.887,49.008,49.906,48.781,3630000,1.78,2016-06-02,49.887
2016-06-03,50.62,49.888,50.634,49.888,3430000,1.47,2016-06-03,50.62
2016-06-06,50.432,50.627,50.924,50.097,3110000,-0.37,2016-06-06,50.432
2016-06-07,50.488,50.432,50.641,50.005,3050000,0.11,2016-06-07,50.488
2016-06-08,51.629,50.49,51.812,50.49,4350000,2.26,2016-06-08,51.629
2016-06-09,51.118,51.633,51.633,50.832,3310000,-0.99,2016-06-09,51.118
2016-06-10,49.422,51.117,51.117,49.421,3070000,-3.32,2016-06-10,49.422
2016-06-13,49.661,49.419,49.764,48.804,2710000,0.48,2016-06-13,49.661
2016-06-14,48.648,49.662,49.894,48.216,4010000,-2.04,2016-06-14,48.648
2016-06-15,48.915,48.649,49.415,48.324,5160000,0.55,2016-06-15,48.915
2016-06-16,49.412,48.901,49.412,48.067,4010000,1.02,2016-06-16,49.412
2016-06-17,49.534,49.409,50.191,49.405,4380000,0.25,2016-06-17,49.534
2016-06-20,50.329,49.539,50.782,49.539,3590000,1.61,2016-06-20,50.329
2016-06-21,50.838,50.326,50.87,49.678,3450000,1.01,2016-06-21,50.838
2016-06-22,50.156,50.835,51.239,50.06,3750000,-1.34,2016-06-22,50.156
2016-06-23,51.56,50.161,51.673,50.161,3260000,2.8,2016-06-23,51.56
2016-06-24,50.105,51.561,51.561,49.544,4270000,-2.82,2016-06-24,50.105
2016-06-27,49.246,50.106,50.162,48.954,3330000,-1.72,2016-06-27,49.246
2016-06-28,50.007,49.252,50.301,49.252,3510000,1.55,2016-06-28,50.007
2016-06-29,51.002,50.009,51.229,50.009,4090000,1.99,2016-06-29,51.002
2016-06-30,51.527,51.001,51.619,50.585,4510000,1.03,2016-06-30,51.527
2016-07-01,52.233,51.54,52.346,51.411,4240000,1.37,2016-07-01,52.233
2016-07-04,52.569,52.241,52.918,52.241,2080000,0.64,2016-07-04,52.569
2016-07-05,51.842,52.565,52.565,51.51,3220000,-1.38,2016-07-05,51.842
2016-07-06,51.902,51.842,51.909,50.825,3380000,0.11,2016-07-06,51.902
2016-07-07,52.015,51.902,52.719,51.888,3830000,0.22,2016-07-07,52.015
2016-07-08,53.141,52.02,53.166,52.02,3090000,2.16,2016-07-08,53.141
2016-07-11,53.96,53.143,54.021,53.143,3310000,1.54,2016-07-11,53.96
2016-07-12,54.256,53.961,54.746,53.961,4000000,0.55,2016-07-12,54.256
2016-07-13,54.598,54.256,54.647,53.733,4160000,0.63,2016-07-13,54.598
2016-07-14,55.481,54.601,55.634,54.601,4540000,1.62,2016-07-14,55.481
2016-07-15,55.578,55.482,55.649,55.233,3800000,0.18,2016-07-15,55.578
2016-07-18,56.484,55.573,56.509,55.355,4110000,1.63,2016-07-18,56.484
2016-07-19,56.698,56.487,56.698,56.246,3910000,0.38,2016-07-19,56.698
2016-07-20,56.578,56.699,56.927,56.221,4000000,-0.21,2016-07-20,56.578
2016-07-21,56.641,56.578,56.906,56.233,3590000,0.11,2016-07-21,56.641
2016-07-22,57.002,56.641,57.171,56.518,3000000,0.64,2016-07-22,57.002
2016-07-25,56.873,57.006,57.205,56.398,3220000,-0.23,2016-07-25,56.873
2016-07-26,56.783,56.876,57.31,56.708,3460000,-0.16,2016-07-26,56.783
2016-07-27,56.853,56.788,57.38,56.788,3910000,0.12,2016-07-27,56.853
2016-07-28,56.667,56.853,56.853,55.993,3910000,-0.33,2016-07-28,56.667
2016-07-29,57.308,56.664,57.474,56.34,4550000,1.13,2016-07-29,57.308
2016-08-01,56.756,57.309,57.729,56.676,4210000,-0.96,2016-08-01,56.756
2016-08-02,56.162,56.756,56.974,55.696,3980000,-1.05,2016-08-02,56.162
2016-08-03,57.077,56.157,57.101,55.788,4179999,1.63,2016-08-03,57.077
2016-08-04,57.594,57.076,58.03,57.076,4320000,0.91,2016-08-04,57.594
2016-08-05,57.661,57.609,57.951,57.29,3460000,0.12,2016-08-05,57.661
2016-08-08,57.635,57.655,57.917,57.504,3250000,-0.04,2016-08-08,57.635
